,state,district,year,female_pct,age18_24_pct,age25_34_pct,median_age,unmarried_partner_pct,male_living_alone_pct,bachelors_deg_or_higher_pct,past_year_births_to_unmarried_women_pct,civilian_veteran_pct,live_same_house_past_year_pct,foreign_born_proportion_from_LatinAmerica,speak_other_language_at_home_pct,labor_force_unemployed_pct,public_transit_commuter_pct,no_health_insurance_pct,poverty_rate_pct,median_housing_value,median_household_income,food_stamp_benefits_pct,foreign_to_native_born_ratio
NV_03_2016,NV,3,2016,50.6,6.4,15.3,39.0,2.8,13.6,31.5,19.7,9.3,84.2,24.2,23.7,4.0,1.1,7.2,9.0,286700,68396,6.2,0.21765495706479313
NV_04_2016,NV,4,2016,50.4,8.8,13.6,37.0,2.5,12.5,20.4,48.1,10.7,83.1,68.7,27.8,4.3,2.0,11.1,13.3,213800,55712,13.8,0.19931755312981397
NH_01_2016,NH,1,2016,49.7,10.0,12.4,41.9,3.2,11.9,37.2,22.4,9.2,84.3,17.6,8.0,2.5,1.1,5.8,7.4,260800,71277,6.7,0.05904642064779818
NH_02_2016,NH,2,2016,50.8,9.0,11.7,43.6,2.8,12.1,35.9,40.3,9.1,85.5,21.3,7.4,2.4,0.7,6.0,7.2,240900,70524,7.6,0.06224982260330254
NJ_01_2016,NJ,1,2016,51.7,8.8,13.7,38.8,2.2,11.8,30.4,37.0,6.2,88.5,36.8,18.1,4.3,6.1,5.8,10.6,201300,68208,10.6,0.10848234365842245
NJ_02_2016,NJ,2,2016,50.7,8.4,12.1,41.4,2.5,12.4,25.8,51.2,6.6,87.7,53.0,20.2,5.0,3.3,7.7,13.4,217600,60756,13.4,0.11731364162989621
NJ_03_2016,NJ,3,2016,51.1,8.5,11.5,43.3,2.0,10.7,33.9,42.9,8.4,89.7,32.1,12.1,3.8,2.3,4.5,7.0,260600,74537,5.6,0.10045479363199653
NJ_04_2016,NJ,4,2016,51.8,8.3,10.5,41.3,1.7,11.6,39.6,12.9,6.4,90.4,42.9,17.1,3.3,5.2,5.9,9.3,361300,78511,6.4,0.1356919707259263
NJ_05_2016,NJ,5,2016,51.3,8.4,10.4,42.3,1.6,9.2,47.7,15.8,4.7,91.0,32.5,26.9,3.6,10.5,4.9,5.5,411100,100219,4.2,0.25378905511598393
NJ_06_2016,NJ,6,2016,50.2,10.5,14.3,37.6,1.7,9.7,38.9,26.2,4.0,88.0,36.3,40.7,3.7,10.1,8.4,9.3,336000,79229,8.4,0.4180119235456959
NJ_07_2016,NJ,7,2016,50.6,7.9,10.2,42.7,1.4,8.4,51.3,16.9,4.7,91.7,33.1,23.9,2.6,7.3,4.2,4.9,431500,106896,3.7,0.2359408290816757
NJ_08_2016,NJ,8,2016,50.1,9.0,19.7,35.0,3.1,13.8,33.1,33.2,1.9,87.4,68.7,66.6,4.5,35.2,16.8,17.1,336800,57391,16.6,0.800868625586276
NJ_09_2016,NJ,9,2016,51.6,8.8,14.1,38.3,2.0,10.5,33.6,32.7,3.1,91.1,50.1,55.5,3.0,15.6,12.9,15.1,370400,64964,16.0,0.6220499161234969
NJ_10_2016,NJ,10,2016,52.0,10.2,15.4,35.3,1.9,14.8,28.3,37.1,2.9,89.1,58.5,36.8,5.9,25.8,12.0,18.0,276400,50100,17.9,0.4089717020584545
NJ_11_2016,NJ,11,2016,51.1,8.2,10.2,43.4,1.5,9.0,54.4,5.9,4.4,91.8,27.7,24.2,3.2,8.1,4.4,4.9,440500,108260,2.7,0.22375094862022668
NJ_12_2016,NJ,12,2016,51.3,8.7,12.7,39.4,1.6,9.2,45.5,29.8,4.0,89.2,35.3,35.5,4.3,8.9,7.3,9.5,344700,85744,7.2,0.382306083477312
NM_01_2016,NM,1,2016,51.3,9.1,14.5,38.3,3.1,14.9,32.9,46.8,9.1,83.9,66.7,31.4,3.6,2.0,7.3,17.3,189300,49570,16.3,0.11209423188919555
NM_02_2016,NM,2,2016,49.6,10.8,12.7,36.6,2.5,13.4,21.0,37.7,8.8,85.4,85.6,38.2,4.6,1.0,9.8,22.8,130500,41797,20.0,0.1416369578134284
NM_03_2016,NM,3,2016,50.6,8.9,12.6,38.2,2.3,14.9,27.2,40.9,9.1,88.5,65.0,33.8,4.8,1.2,10.5,19.5,179300,49210,14.5,0.06476015017655515
NY_01_2016,NY,1,2016,50.8,9.7,10.7,41.7,1.6,9.3,34.1,31.5,6.1,94.0,44.1,19.3,3.1,4.1,5.0,7.2,379700,90435,6.1,0.14793390279145302
NY_02_2016,NY,2,2016,50.5,9.2,12.8,40.3,1.3,8.5,31.2,27.3,5.4,93.9,69.9,27.3,3.4,8.3,5.7,7.1,372400,93362,7.8,0.2253632552336726
NY_03_2016,NY,3,2016,51.8,7.9,10.2,44.5,1.1,8.3,51.6,14.3,4.4,93.3,26.7,30.1,2.3,16.7,3.6,5.2,598000,111504,3.4,0.290106770590276
NY_04_2016,NY,4,2016,51.8,9.4,12.2,40.3,1.3,7.9,42.5,20.3,4.2,93.7,60.4,30.3,2.8,17.4,5.0,6.8,458000,100178,5.7,0.28901010000213834
NY_05_2016,NY,5,2016,51.8,10.0,14.2,37.3,1.3,9.2,25.5,36.5,3.4,93.2,73.5,34.0,5.4,42.4,7.7,12.4,439300,66529,16.5,0.7251616210767787
NY_06_2016,NY,6,2016,52.4,7.0,15.9,40.4,1.3,11.1,35.9,22.7,2.3,91.5,19.5,66.6,3.3,48.4,10.2,14.2,576900,61956,9.8,1.0449443689312485
NY_07_2016,NY,7,2016,51.2,9.1,21.0,33.2,2.3,11.9,33.7,31.8,1.4,89.1,48.7,60.5,4.0,64.1,9.2,23.6,685000,55207,25.6,0.554658673465232
NY_08_2016,NY,8,2016,53.7,9.5,17.9,36.2,2.2,12.9,33.7,32.2,2.4,90.5,60.7,34.2,5.3,60.6,7.0,20.8,570400,51634,26.7,0.49649491253279654
NY_09_2016,NY,9,2016,53.7,8.1,16.3,36.4,2.1,12.4,37.5,24.2,1.4,91.9,62.7,35.9,4.3,63.3,7.3,17.7,613300,54895,20.9,0.6696216265087473
NY_10_2016,NY,10,2016,51.0,8.8,18.5,37.1,2.5,18.9,60.3,13.0,2.4,86.4,16.4,43.9,3.4,53.0,5.8,16.4,1003100,85756,11.5,0.46574430518973053
NY_11_2016,NY,11,2016,51.4,8.4,14.3,39.0,1.2,10.0,34.4,17.6,3.5,92.5,19.8,42.8,3.4,39.0,5.5,14.1,509400,71072,13.1,0.44343259092943105
NY_12_2016,NY,12,2016,53.4,8.5,28.1,35.7,3.1,20.6,72.2,17.0,2.1,82.7,24.9,32.6,3.0,58.5,3.9,9.9,1007200,100281,6.1,0.35476364049496795
NY_13_2016,NY,13,2016,52.0,10.2,20.4,34.4,2.4,14.4,31.0,50.0,1.5,89.8,75.7,60.9,5.5,70.8,9.2,27.3,469600,41103,29.6,0.6223501513058614
NY_14_2016,NY,14,2016,49.7,8.2,16.7,37.6,2.3,12.8,25.6,38.1,1.5,91.2,57.0,67.8,3.4,60.1,12.1,15.2,501700,53512,16.7,0.8456856665617145
NY_15_2016,NY,15,2016,52.9,11.9,16.3,30.7,2.0,12.5,12.4,62.4,1.8,92.2,80.9,68.4,6.5,65.3,9.3,36.0,388200,29234,46.9,0.6183069685200973
NY_16_2016,NY,16,2016,53.4,9.5,12.0,40.0,1.7,11.8,40.6,42.4,3.3,90.3,63.7,33.0,4.7,35.5,6.2,13.2,442400,69086,13.8,0.43356116808601297
NY_17_2016,NY,17,2016,50.9,9.2,11.3,39.1,1.5,9.6,44.5,13.3,3.5,89.2,59.3,36.8,3.6,13.8,7.4,11.1,464400,94451,8.2,0.3169756510078038
NY_18_2016,NY,18,2016,50.4,9.9,11.3,39.6,1.9,10.6,35.7,22.6,6.5,89.3,46.9,21.4,3.1,6.4,4.7,10.1,296200,80493,8.0,0.13941321442255689
NY_19_2016,NY,19,2016,49.8,10.4,10.8,44.6,3.3,13.0,29.2,28.7,7.5,89.3,37.2,9.3,3.6,2.4,5.0,13.5,202900,59619,10.2,0.0722073941207004
NY_20_2016,NY,20,2016,51.1,12.4,13.4,38.9,3.2,14.6,38.7,47.3,6.9,84.6,28.1,11.3,3.3,4.6,3.6,11.0,211800,64226,12.2,0.09823806068261105
NY_21_2016,NY,21,2016,49.2,10.5,12.6,40.6,3.4,12.9,23.2,37.3,9.1,86.3,22.8,6.3,3.4,0.5,5.1,13.7,141400,52350,14.9,0.0350068268765186
NY_22_2016,NY,22,2016,50.5,11.4,11.5,41.0,3.4,13.7,26.0,48.0,8.1,87.6,17.1,7.9,3.4,1.2,3.6,15.2,121100,52967,15.8,0.05439992805431899
NY_23_2016,NY,23,2016,50.3,12.5,11.8,40.2,3.2,13.6,26.1,41.0,8.6,85.5,20.9,8.2,3.4,1.6,5.9,16.2,103800,48730,15.5,0.04752838693159151
NY_24_2016,NY,24,2016,51.2,10.6,12.6,39.6,3.5,13.2,30.3,41.5,7.7,85.7,24.7,9.3,3.6,2.1,4.3,14.3,131300,56388,14.2,0.06419985589629347
NY_25_2016,NY,25,2016,51.7,10.5,14.0,38.5,2.7,13.9,37.3,47.7,6.2,83.6,19.6,14.7,3.7,3.6,3.6,15.4,142500,53723,15.5,0.0991261422503819
NY_26_2016,NY,26,2016,52.5,10.5,14.8,38.4,2.9,15.8,30.8,40.3,7.1,87.0,11.0,12.6,3.2,5.5,3.2,17.8,125400,47358,19.6,0.08407455018747602
NY_27_2016,NY,27,2016,49.7,8.4,11.8,43.6,2.7,13.2,30.7,31.7,8.7,89.5,26.4,4.5,2.3,0.5,3.5,8.5,152900,62698,8.3,0.0337292359280887
NC_01_2016,NC,1,2016,52.5,11.1,13.7,38.0,2.6,13.1,27.7,52.8,6.6,83.3,60.9,10.7,4.4,2.3,11.6,21.1,133200,40895,19.6,0.07812814337527374
NC_02_2016,NC,2,2016,50.7,7.5,12.2,37.8,1.8,9.4,36.2,26.6,9.5,86.4,56.3,10.1,3.6,0.5,8.1,10.5,205500,65792,10.6,0.07755685141157623
NC_03_2016,NC,3,2016,49.5,12.2,13.3,37.2,1.9,12.0,22.8,26.2,12.9,81.0,54.4,7.8,4.6,0.3,10.8,14.8,155900,47565,14.6,0.04111029682719101
NC_04_2016,NC,4,2016,51.7,11.7,16.4,34.9,2.3,12.3,54.5,22.8,6.0,78.9,33.8,19.4,3.1,2.7,8.4,11.1,259400,70587,7.2,0.18240117481845872
NC_05_2016,NC,5,2016,51.3,10.4,11.5,40.5,1.9,12.4,26.3,33.7,7.0,87.0,65.7,10.8,3.3,0.6,11.2,17.7,147100,45001,12.9,0.06652280390417037
NC_06_2016,NC,6,2016,51.8,8.3,11.2,41.1,2.3,12.2,24.6,36.8,7.9,88.1,69.6,11.0,3.8,0.7,11.0,16.0,143600,47335,15.3,0.07667694234245923
NC_07_2016,NC,7,2016,51.4,9.5,11.5,42.1,2.4,12.9,24.9,41.4,10.3,85.2,70.6,9.4,4.1,0.4,12.5,18.6,162500,45002,16.1,0.06014116343008661
NC_08_2016,NC,8,2016,51.1,9.6,14.2,36.3,1.9,13.5,26.5,32.0,13.8,84.1,53.4,10.8,4.2,0.4,9.1,15.3,156000,50570,13.2,0.06574921234341415
NC_09_2016,NC,9,2016,51.4,8.0,11.1,39.0,1.8,10.7,33.8,34.0,7.6,87.4,46.7,10.6,3.7,0.6,8.9,15.1,187700,55913,14.5,0.07736050640899668
NC_10_2016,NC,10,2016,51.2,8.5,11.8,41.8,2.0,12.6,24.6,48.9,8.7,85.1,60.9,8.2,3.9,0.3,9.9,14.6,150300,46508,14.6,0.049719274287404525
NC_11_2016,NC,11,2016,51.2,8.1,10.9,45.3,2.1,11.5,24.0,39.0,9.0,86.7,59.7,6.2,3.0,0.2,11.6,16.3,163500,43855,12.5,0.0426303432237102
NC_12_2016,NC,12,2016,52.0,10.0,18.2,33.6,2.6,14.6,39.8,28.5,5.9,80.3,50.9,21.7,3.9,2.9,12.3,13.7,183700,59268,10.9,0.1940894220590158
NC_13_2016,NC,13,2016,52.1,9.9,12.4,39.5,2.5,13.0,27.0,39.3,7.3,83.7,41.6,11.7,3.9,0.7,10.3,16.5,153800,47440,14.3,0.08765975882735215
ND_01_2016,ND,1,2016,48.5,11.7,15.3,35.0,3.0,16.8,29.6,25.0,8.1,83.2,21.4,5.2,2.0,0.5,7.0,10.7,184100,60656,7.2,0.03352764312450144
OH_01_2016,OH,1,2016,50.8,9.5,13.6,36.8,2.2,14.5,33.8,47.4,6.7,83.6,18.3,7.9,4.1,3.3,5.2,14.8,164700,55712,12.8,0.060304974518519794
OH_02_2016,OH,2,2016,51.6,7.9,13.5,40.1,2.6,12.5,32.3,33.5,8.2,85.0,24.0,4.0,3.1,1.2,4.8,14.3,152000,55472,13.4,0.02909649302241011
OH_03_2016,OH,3,2016,51.3,11.2,18.2,32.2,3.7,16.6,27.8,50.7,6.6,77.7,24.3,14.6,4.9,2.9,9.6,22.2,124200,45860,18.7,0.12550588766756302
OH_04_2016,OH,4,2016,49.6,9.7,11.4,40.7,2.8,12.7,17.9,56.6,8.7,85.1,24.5,3.9,3.0,0.7,5.3,12.4,122800,52632,12.6,0.021020484320422982
OH_05_2016,OH,5,2016,50.7,9.9,12.2,39.9,2.7,13.6,26.2,35.6,8.1,85.2,18.9,4.8,2.9,0.3,4.1,10.1,141800,57171,9.5,0.028315669925408484
OH_06_2016,OH,6,2016,49.9,8.4,10.9,43.4,2.6,13.0,15.9,45.9,8.8,88.7,23.4,2.2,3.3,0.4,5.8,15.9,110100,46839,16.1,0.011477091127729567
OH_07_2016,OH,7,2016,50.9,8.0,11.0,41.0,2.2,12.9,20.9,30.4,9.0,87.8,29.5,7.4,3.4,0.8,7.9,11.3,138200,53374,11.4,0.022446956956310556
OH_08_2016,OH,8,2016,50.9,10.2,11.6,38.5,3.2,10.8,23.8,34.1,8.5,83.8,29.3,5.3,3.3,0.4,5.3,12.3,147300,58213,11.3,0.038835755156334965
OH_09_2016,OH,9,2016,51.3,9.9,13.8,38.0,3.7,17.9,21.6,50.5,7.2,82.8,24.6,10.0,5.1,2.6,5.8,20.7,99000,41417,21.7,0.04908498586515222
OH_10_2016,OH,10,2016,51.6,9.9,13.3,39.2,2.7,15.9,27.9,37.9,10.8,83.5,16.4,5.8,3.8,2.1,5.6,17.1,124700,49988,14.0,0.04979560905586686
OH_11_2016,OH,11,2016,53.1,10.2,13.8,38.5,2.6,18.3,26.8,68.2,6.8,83.4,16.4,8.8,6.2,7.6,6.1,26.4,90000,35735,26.1,0.056767438984735304
OH_12_2016,OH,12,2016,50.6,8.5,12.8,38.9,2.5,11.2,41.0,24.1,7.9,85.1,8.6,7.2,2.4,0.8,4.1,9.8,204900,67415,8.5,0.058799556166563155
OH_13_2016,OH,13,2016,51.6,10.8,12.8,40.6,2.9,16.1,23.7,56.0,8.5,86.7,6.4,6.2,4.1,1.2,5.7,18.1,100900,42430,16.8,0.04476229873821725
OH_14_2016,OH,14,2016,51.4,7.4,10.6,44.7,2.2,12.6,34.1,21.2,8.3,90.1,16.6,9.2,2.4,0.7,5.3,8.7,173300,63362,7.9,0.048645961486831354
OH_15_2016,OH,15,2016,49.8,9.4,14.7,38.0,3.2,11.5,31.4,37.5,7.8,84.2,13.5,5.2,2.7,0.6,4.7,12.6,162100,61514,12.1,0.04015291285561821
OH_16_2016,OH,16,2016,51.0,8.2,11.9,42.9,2.4,11.1,33.3,27.6,7.7,87.4,8.6,8.4,2.5,0.8,4.4,6.9,162700,64197,7.3,0.056532320363368124
OK_01_2016,OK,1,2016,51.2,8.8,14.3,36.2,2.4,13.7,30.2,34.6,8.2,82.4,60.7,12.7,3.9,0.5,13.3,15.4,150200,52319,12.2,0.08565874629988598
OK_02_2016,OK,2,2016,50.4,9.2,12.0,39.5,2.1,12.6,17.0,45.5,9.8,86.5,62.0,4.9,4.2,0.2,17.8,18.9,98300,40770,16.8,0.021826059570731894
OK_03_2016,OK,3,2016,49.5,11.0,12.8,36.6,1.8,13.9,22.9,37.0,8.6,85.5,60.6,8.8,3.2,0.7,12.7,16.4,120000,47724,11.7,0.05155136995078078
OK_04_2016,OK,4,2016,50.0,11.6,13.6,35.8,2.0,11.6,25.5,31.5,11.4,81.6,38.7,7.2,3.3,0.6,10.9,13.5,143900,55183,11.0,0.04525415527091805
OK_05_2016,OK,5,2016,51.2,9.2,15.6,34.7,2.6,14.0,30.1,32.9,8.9,80.6,62.4,17.3,3.5,0.5,14.3,17.3,146800,49616,14.9,0.10493101243185242
OR_01_2016,OR,1,2016,50.4,8.2,15.0,37.7,2.8,10.8,41.1,24.2,8.4,82.8,37.2,20.2,2.9,4.8,4.5,9.3,346300,72097,12.0,0.16402389215742594
OR_02_2016,OR,2,2016,50.1,7.9,12.3,41.6,2.9,11.4,23.8,29.0,11.2,81.8,69.8,10.9,4.0,0.2,8.1,14.2,233800,49837,19.2,0.06296448429857704
OR_03_2016,OR,3,2016,50.7,8.3,17.4,37.0,4.0,12.5,41.2,24.2,6.7,81.3,29.7,19.8,3.5,10.9,6.4,14.4,359700,63231,17.1,0.1523219105123436
OR_04_2016,OR,4,2016,50.4,11.5,12.4,41.3,3.1,12.5,26.7,44.2,10.8,78.8,38.2,7.5,4.3,1.5,6.5,17.4,227800,46749,20.3,0.053508498930598135
OR_05_2016,OR,5,2016,50.9,9.0,12.7,39.5,2.7,11.4,30.0,29.0,9.0,83.4,56.0,17.3,3.0,2.5,5.8,11.7,288700,60395,15.1,0.10538431646221512
PA_01_2016,PA,1,2016,51.2,9.1,19.5,33.7,3.2,16.0,27.4,59.0,4.4,85.1,34.0,24.3,5.8,22.6,9.5,24.6,137600,45025,25.9,0.16335071615506594
PA_02_2016,PA,2,2016,54.0,13.0,18.6,34.1,2.3,17.7,36.7,54.1,5.0,83.2,31.3,13.2,5.1,26.5,6.9,26.4,160600,41320,22.2,0.11265880792588989
PA_03_2016,PA,3,2016,50.6,8.9,12.0,43.3,2.9,13.0,26.5,33.1,9.3,87.7,17.7,5.4,3.2,0.9,4.8,13.5,132500,51289,15.9,0.030804543057278474
PA_04_2016,PA,4,2016,51.2,8.7,12.7,40.8,2.6,11.1,26.7,42.8,9.1,86.7,38.3,8.4,3.1,1.1,5.1,10.3,179900,61333,11.4,0.05675373850529585
PA_05_2016,PA,5,2016,48.7,12.8,11.8,40.6,2.2,13.9,25.1,32.0,9.3,83.6,15.3,5.4,3.2,1.3,5.5,14.8,123900,48410,12.6,0.03225236005458409
PA_06_2016,PA,6,2016,51.0,9.1,12.2,40.8,2.2,10.9,43.2,33.9,7.5,87.4,20.4,10.6,3.2,2.4,3.9,7.1,270200,82139,6.5,0.07441059436682514
PA_07_2016,PA,7,2016,51.2,8.3,10.8,42.6,1.6,9.6,43.4,16.3,6.5,90.2,16.4,12.1,3.4,5.0,5.4,6.0,298700,85881,5.3,0.08167740250432015
PA_08_2016,PA,8,2016,50.9,7.9,11.0,43.6,2.0,10.4,39.7,26.8,7.2,90.7,19.7,12.8,2.4,3.3,3.7,6.6,317200,80199,6.2,0.11283653793386758
PA_09_2016,PA,9,2016,50.7,9.2,11.1,43.5,3.0,13.7,18.6,44.3,9.4,88.5,26.3,4.2,3.8,0.5,7.1,14.1,125700,47697,16.3,0.01584297251636071
PA_10_2016,PA,10,2016,50.2,8.8,11.0,43.8,2.4,13.4,22.5,35.5,9.4,88.3,33.0,6.5,3.0,0.7,5.8,11.6,160100,52199,13.3,0.032394735462220124
PA_11_2016,PA,11,2016,50.3,9.0,12.0,42.5,2.7,13.2,25.1,38.4,9.5,87.0,45.4,8.1,3.1,1.0,4.7,11.5,155200,53833,12.1,0.04846063175998755
PA_12_2016,PA,12,2016,50.8,6.8,11.2,45.2,2.1,12.1,33.7,32.9,9.4,89.9,8.6,4.4,2.8,1.8,3.7,8.4,151300,60387,10.2,0.03081636783456663
PA_13_2016,PA,13,2016,52.5,8.4,14.6,37.7,2.1,12.0,35.4,29.8,5.6,87.2,33.3,26.2,4.7,11.5,7.7,13.9,225700,60105,16.4,0.23558881585057181
PA_14_2016,PA,14,2016,52.0,11.4,17.7,38.4,3.4,18.2,35.4,45.6,7.5,82.9,16.4,7.3,4.3,14.0,4.8,16.6,101700,44939,17.2,0.05752290318564562
PA_15_2016,PA,15,2016,50.8,9.4,12.3,40.3,2.8,11.9,29.2,41.5,7.3,85.1,42.8,17.6,3.5,1.7,5.7,11.4,200200,62755,12.1,0.08355401019519634
PA_16_2016,PA,16,2016,50.9,9.6,13.0,37.6,2.5,11.9,25.1,36.6,7.1,87.2,59.6,20.3,3.3,1.9,8.7,14.3,190800,57144,13.2,0.07894940234661815
PA_17_2016,PA,17,2016,50.3,9.6,12.4,42.2,2.5,12.7,22.7,32.6,8.8,87.4,41.0,10.7,3.7,2.0,5.2,12.8,143500,51635,14.7,0.06325433440835877
PA_18_2016,PA,18,2016,51.1,7.2,11.6,44.4,2.1,11.6,36.5,19.5,8.8,90.2,15.0,4.7,2.8,3.7,3.0,8.0,170400,63825,8.7,0.03666823537690829
RI_01_2016,RI,1,2016,51.4,10.3,14.3,38.9,2.1,14.4,34.2,40.2,6.2,83.8,41.3,27.3,3.9,3.1,4.8,13.8,255400,56547,17.7,0.21015284950150911
RI_02_2016,RI,2,2016,51.8,11.3,12.7,41.3,3.1,13.8,34.0,58.7,6.9,88.1,43.8,18.1,3.7,1.8,3.9,11.8,242600,63976,14.1,0.11899023706297773
SC_01_2016,SC,1,2016,51.8,8.4,14.5,38.6,2.1,12.3,39.9,19.5,12.7,84.6,44.2,7.6,2.7,0.6,8.8,9.7,239400,64973,7.5,0.059340204006718654
SC_02_2016,SC,2,2016,51.3,9.5,12.9,38.9,2.3,11.3,33.5,31.1,10.5,84.3,44.4,7.2,3.6,0.1,8.1,12.7,155600,57253,12.4,0.05095890738507383
SC_03_2016,SC,3,2016,51.2,10.2,12.2,39.5,2.2,11.3,22.0,36.3,8.8,85.3,52.5,5.5,3.4,0.7,9.9,16.1,130500,45042,14.0,0.042955598684992276
SC_04_2016,SC,4,2016,51.5,9.2,13.5,38.3,2.1,12.2,30.7,37.3,7.6,81.9,55.8,11.0,3.0,0.6,10.7,12.7,157400,51718,11.6,0.07707477798688063
SC_05_2016,SC,5,2016,51.1,8.7,11.9,40.3,2.0,13.2,23.0,45.0,9.7,88.5,44.3,4.9,3.9,0.2,8.8,15.5,139700,48743,12.3,0.0342317893048788
SC_06_2016,SC,6,2016,51.1,13.0,14.4,35.4,2.0,16.3,19.6,64.5,8.7,84.8,60.2,6.2,5.1,1.4,12.2,24.4,99700,35296,23.3,0.04233401548943679
SC_07_2016,SC,7,2016,52.5,7.9,11.9,43.0,2.2,12.2,20.1,56.9,9.0,86.9,48.8,5.0,4.6,0.3,11.6,16.9,143500,43146,17.7,0.04529101775252451
SD_01_2016,SD,1,2016,49.7,9.9,12.9,36.8,2.2,14.9,28.9,29.5,9.5,84.4,25.8,6.5,2.6,0.5,8.7,13.3,160700,54467,9.4,0.03705807354576479
TN_01_2016,TN,1,2016,50.7,8.8,11.1,43.2,2.3,13.4,19.4,38.6,9.3,87.1,50.4,3.9,3.2,0.3,9.6,17.9,138400,41006,17.8,0.028214212733379575
TN_02_2016,TN,2,2016,51.0,10.4,12.6,40.0,2.4,13.2,31.0,40.1,8.3,84.7,43.5,5.1,2.8,0.4,8.1,14.5,168900,50701,12.6,0.044230633579278526
TN_03_2016,TN,3,2016,50.8,8.2,12.4,41.7,1.9,14.5,22.7,44.7,8.8,86.9,39.8,4.6,3.1,0.6,7.9,14.8,153100,43938,16.3,0.03468245048966886
TN_04_2016,TN,4,2016,50.7,10.6,13.2,37.2,2.1,10.5,22.6,28.0,8.4,86.4,56.8,7.6,3.2,0.2,9.0,13.5,155700,50598,13.2,0.050363482370455105
TN_05_2016,TN,5,2016,51.9,9.9,18.8,34.8,2.6,15.6,37.5,35.8,5.9,83.1,44.8,15.2,2.9,1.8,11.0,14.7,204400,54470,11.8,0.12576714741484055
TN_06_2016,TN,6,2016,51.3,8.0,12.2,41.1,1.7,11.8,21.9,34.3,8.5,86.7,52.1,4.5,2.6,0.2,7.9,12.3,165300,50731,11.9,0.033005699899349705
TN_07_2016,TN,7,2016,50.5,8.8,12.6,37.7,1.6,9.7,28.1,20.6,10.3,86.9,35.2,6.9,3.5,0.5,8.2,14.3,167300,53276,12.1,0.04322319769374554
TN_08_2016,TN,8,2016,51.1,8.5,11.2,40.7,1.5,9.4,27.6,37.2,8.9,88.0,35.1,4.9,3.5,0.1,6.9,14.8,158600,54145,15.4,0.03688330901843138
TN_09_2016,TN,9,2016,52.7,10.8,15.7,33.6,2.8,16.9,24.1,61.9,6.7,82.1,59.0,10.1,5.4,2.0,12.9,26.0,98500,39761,20.9,0.06255921310684005
TX_01_2016,TX,1,2016,51.2,10.6,12.3,36.8,1.5,11.7,20.9,47.8,7.9,83.5,82.2,14.4,4.1,0.1,17.1,18.4,125600,45313,14.3,0.08710996133124717
TX_02_2016,TX,2,2016,50.2,8.5,16.6,35.0,2.1,13.1,40.8,23.5,5.5,82.5,61.7,33.2,3.7,1.9,12.9,10.6,216400,72711,6.8,0.24072158550208944
TX_03_2016,TX,3,2016,50.9,8.3,12.6,36.7,1.5,9.8,53.5,14.5,5.8,86.4,25.3,28.6,2.8,1.2,9.6,6.5,296800,88619,3.2,0.26559278485973814
TX_04_2016,TX,4,2016,50.7,8.4,11.6,39.6,1.1,12.3,22.1,34.3,9.8,87.2,74.2,12.7,3.4,0.2,14.7,13.1,122900,52481,11.4,0.06363251194058556
TX_05_2016,TX,5,2016,50.4,9.0,13.9,35.6,2.0,10.5,21.1,39.9,6.9,83.1,76.6,29.7,3.2,1.1,18.7,15.3,130300,50536,12.9,0.18180974937079888
TX_06_2016,TX,6,2016,50.8,10.0,13.9,35.2,1.6,10.1,28.7,35.8,7.1,84.2,49.7,23.3,3.0,0.2,13.3,11.2,163800,65758,9.9,0.15578586926837465
TX_07_2016,TX,7,2016,51.1,7.3,17.5,34.9,1.5,14.7,50.7,21.1,4.6,83.8,48.8,40.9,3.4,2.4,14.6,11.5,252300,71183,6.1,0.41618548099576946
TX_08_2016,TX,8,2016,49.2,9.5,12.9,37.2,1.6,10.6,30.2,32.2,7.8,85.0,66.3,20.7,2.9,0.7,14.1,12.0,198000,64861,8.1,0.14296652949515357
TX_09_2016,TX,9,2016,51.7,11.3,16.7,32.0,2.2,12.4,23.8,46.0,4.5,84.4,56.1,52.8,5.4,3.4,23.6,19.7,123700,46048,17.8,0.5347201280475075
TX_10_2016,TX,10,2016,49.8,8.3,15.3,35.8,1.7,11.8,38.7,19.5,6.5,85.9,59.0,26.3,3.6,1.7,11.4,10.3,228600,73476,8.0,0.1913817229897416
TX_11_2016,TX,11,2016,49.6,10.5,14.0,34.9,2.0,13.8,20.4,35.1,8.5,83.5,83.4,28.7,4.1,0.3,17.8,12.8,135900,50602,10.7,0.09465402728790732
TX_12_2016,TX,12,2016,51.2,8.7,15.3,35.7,2.3,12.7,29.9,29.4,8.8,82.1,60.8,20.6,3.2,0.6,13.8,11.3,167000,62214,9.9,0.12468391761126392
TX_13_2016,TX,13,2016,49.4,10.2,13.4,36.1,1.7,12.0,20.4,26.3,8.7,81.2,71.8,21.4,2.8,0.4,15.6,15.9,111300,50150,12.7,0.1141576027895637
TX_14_2016,TX,14,2016,49.5,8.9,14.0,36.6,2.0,13.3,22.7,38.3,8.1,84.4,71.0,21.9,3.8,0.7,16.0,15.2,151500,58103,11.3,0.11662527706324084
TX_15_2016,TX,15,2016,50.7,10.5,13.7,30.7,1.1,8.7,19.8,21.5,4.9,88.4,94.8,72.1,3.6,0.4,24.6,27.9,96200,41947,25.6,0.2909688826260498
