,,,,,,Mark Leyva (Republican) 34.9%[95]
Indiana 2,R+11,Jackie Walorski,Republican,2012,Incumbent re-elected.,√ Jackie Walorski (Republican)[95]
,,,,,,Mel Hall (Democratic)[95]
Indiana 3,R+18,Jim Banks,Republican,2016,Incumbent re-elected.,√ Jim Banks (Republican) 64.7%[95]
,,,,,,Courtney Tritch (Democratic) 35.3%[95]
Indiana 4,R+17,Todd Rokita,Republican,2010,Incumbent retired to run for U.S. Senator.,√ Jim Baird (Republican)[95]
,,,,,New member elected.,Tobi Beck (Democratic)[95]
,,,,,Republican hold.,
Indiana 5,R+9,Susan Brooks,Republican,2012,Incumbent re-elected.,√ Susan Brooks (Republican)[95]
,,,,,,Dee Thornton (Democratic)[95]
Indiana 6,R+18,Luke Messer,Republican,2012,Incumbent retired to run for U.S. Senator.,√ Greg Pence (Republican)[95]
,,,,,New member elected.,Jeannine Lake (Democratic)[95]
,,,,,Republican hold.,
Indiana 7,D+11,André Carson,Democratic,2008 (Special),Incumbent re-elected.,√ André Carson (Democratic) 64.9%[95]
,,,,,,"Wayne ""Gunny"" Harmon (Republican) 35.1%[95]"
Indiana 8,R+15,Larry Bucshon,Republican,2010,Incumbent re-elected.,√ Larry Bucshon (Republican) 64.4%[95]
,,,,,,William Tanoos (Democratic) 35.6%[95]
Indiana 9,R+13,Trey Hollingsworth,Republican,2016,Incumbent re-elected.,√ Trey Hollingsworth (Republican)[95]
,,,,,,Liz Watson (Democratic)[95]
Iowa 1,D+1,Rod Blum,Republican,2014,Incumbent lost re-election.,√ Abby Finkenauer (Democratic) 50.9%[96]
,,,,,New member elected.,Rod Blum (Republican) 46.0%[96]
,,,,,Democratic gain.,Henry Gaff (Green) 3.1%[97][98]
Iowa 2,D+1,Dave Loebsack,Democratic,2006,Incumbent re-elected.,√ Dave Loebsack (Democratic) 52.8%[96]
,,,,,,Christopher Peters (Republican) 42.6%[96]
,,,,,,Mike Strauss (Libertarian) 2.0%
,,,,,,Daniel Clark (Independent) 0.6%[97][98]
Iowa 3,R+1,David Young,Republican,2014,Incumbent lost re-election.,√ Cindy Axne (Democratic) 49.0%[96]
,,,,,New member elected.,David Young (Republican) 47.5%[96]
,,,,,Democratic gain.,Bryan Jack Holder (Libertarian) 2.0%[96]
,,,,,,Mark G. Elworth Jr. (Legal Medical Now) 0.5%[97][98]
,,,,,,Paul Knupp (Green) 0.5%[97][98]
,,,,,,Joe Grandanette (Independent) 0.4%
Iowa 4,R+11,Steve King,Republican,2002,Incumbent re-elected.,√ Steve King (Republican) 50.4%[96]
,,,,,,J. D. Scholten (Democratic) 47.6%[96]
,,,,,,Charles Aldrich (Libertarian) 2.0%[96]
,,,,,,Edward Peterson (Independent) 0.6%
Kansas 1,R+24,Roger Marshall,Republican,2016,Incumbent re-elected.,√ Roger Marshall (Republican) 68.4%[99]
,,,,,,Alan LaPolice (Democratic) 31.6%[99]
Kansas 2,R+10,Lynn Jenkins,Republican,2008,Incumbent retired.,√ Steve Watkins (Republican) 48.1%[99]
,,,,,New member elected.,Paul Davis (Democratic) 46.4%[99]
,,,,,Republican hold.,Kelly Standley (Libertarian) 5.5%[100]
Kansas 3,R+4,Kevin Yoder,Republican,2010,Incumbent lost re-election.,√ Sharice Davids (Democratic) 53.3%[99]
,,,,,New member elected.,Kevin Yoder (Republican) 44.2%[99]
,,,,,Democratic gain.,Chris Clemmons (Libertarian) 2.5%[100]
Kansas 4,R+15,Ron Estes,Republican,2017 (Special),Incumbent re-elected.,√ Ron Estes (Republican) 59.8%[99]
,,,,,,James Thompson (Democratic) 40.2%[99]
Kentucky 1,R+23,James Comer,Republican,2016,Incumbent re-elected.,√ James Comer (Republican) 68.6%[101]
,,,,,,Paul Walker (Democratic) 31.4%[102]
Kentucky 2,R+19,Brett Guthrie,Republican,2008,Incumbent re-elected.,√ Brett Guthrie (Republican) 66.7%[101]
,,,,,,Hank Linderman (Democratic) 31.1%[102]
,,,,,,Thomas Loecken (Independent) 2.2%
Kentucky 3,D+6,John Yarmuth,Democratic,2006,Incumbent re-elected.,√ John Yarmuth (Democratic) 62.1%[101]
,,,,,,Vickie Glisson (Republican) 36.6%[102]
,,,,,,Gregory Boles (Libertarian) 1.4%
Kentucky 4,R+18,Thomas Massie,Republican,2012,Incumbent re-elected.,√ Thomas Massie (Republican) 62.2%[101]
,,,,,,Seth Hall (Democratic) 34.6%[102]
,,,,,,David Goodwin (Independent) 3.2%[103]
Kentucky 5,R+31,Hal Rogers,Republican,1980,Incumbent re-elected.,√ Hal Rogers (Republican) 78.9%[102]
,,,,,,Kenneth Stepp (Democratic) 21.1%[102]
Kentucky 6,R+9,Andy Barr,Republican,2012,Incumbent re-elected.,√ Andy Barr (Republican) 51.0%[102]
,,,,,,Amy McGrath (Democratic) 47.8%[102]
,,,,,,Frank Harris (Libertarian) 0.7%[101]
Louisiana 1,R+24,Steve Scalise,Republican,2008 (Special),Incumbent re-elected.,√ Steve Scalise (Republican) 71.5%[104]
,,,,,,Tammy Savoie (Democratic) 16.4%[105]
,,,,,,Lee Ann Dugas (Democratic) 6.9%[106]
,,,,,,Jim Francis (Democratic) 3.2%[107]
,,,,,,Howard Kearney (Libertarian) 1.0%[108]
,,,,,,"Frederick ""Ferd"" Jones (Independent) 0.9%[106]"
Louisiana 2,D+25,Cedric Richmond,Democratic,2010,Incumbent re-elected.,√ Cedric Richmond (Democratic) 80.6%[109]
,,,,,,Jesse Schmidt (Independent) 8.7%
,,,,,,Belden Batiste (Independent) 7.3%
,,,,,,Shawndra Rodriguez (Independent) 3.4%
Louisiana 3,R+20,Clay Higgins,Republican,2016,Incumbent re-elected.,√ Clay Higgins (Republican) 55.7%[110]
,,,,,,Mimi Methvin (Democratic) 17.8%[111]
,,,,,,Josh Guillory (Republican) 12.8%[112]
,,,,,,Rob Anderson (Democratic) 5.5%[113]
,,,,,,Larry Rader (Democratic) 3.9%[114]
,,,,,,Verone Thomas (Democratic) 3.2%[115]
,,,,,,Aaron Andrus (Libertarian) 1.2%[116]
Louisiana 4,R+13,Mike Johnson,Republican,2016,Incumbent re-elected.,√ Mike Johnson (Republican) 64.2%[117]
,,,,,,Ryan Trundle (Democratic) 33.6%[118]
,,,,,,Mark David Halverson (No Party) 2.1%[119]
Louisiana 5,R+15,Ralph Abraham,Republican,2014,Incumbent re-elected.,√ Ralph Abraham (Republican) 66.5%[120]
,,,,,,Jessee Carlton Fleenor (Democratic) 30.0%[121]
,,,,,,Billy Burkette (Independent) 2.0%[121]
,,,,,,Kyle Randol (Libertarian) 1.3%[121]
Louisiana 6,R+19,Garret Graves,Republican,2014,Incumbent re-elected.,√ Garret Graves (Republican) 69.5%[122]
,,,,,,Justin DeWitt (Democratic) 20.5%[123]
,,,,,,Andie Saizan (Democratic) 8.1%[124]
,,,,,,Devin Graham (Independent) 2.0%
Maine 1,D+8,Chellie Pingree,Democratic,2008,Incumbent re-elected.,√ Chellie Pingree (Democratic) 58.8%[125]
,,,,,,Mark Holbrook (Republican) 32.4%[125]
,,,,,,Marty Grohman (Independent) 8.7%[126]
Maine 2,R+2,Bruce Poliquin,Republican,2014,Incumbent lost re-election.,"√Jared Golden (Democratic) (45.5% round 1, 50.5% round 2)[125]"
,,,,,New member elected.,"Bruce Poliquin (Republican) (46.2% round 1, 49.5% round 2)[125]"
,,,,,Democratic gain.,Tiffany Bond (Independent) (5.8% round 1)
,,,,,,Will Hoar (Independent) (2.4% round 1)
Maryland 1,R+14,Andy Harris,Republican,2010,Incumbent re-elected.,√ Andy Harris (Republican) 60.6%[127]
,,,,,,Jesse Colvin (Democratic) 37.9%[127]
,,,,,,Jenica Martin (Libertarian) 1.9%[127]
Maryland 2,D+11,Dutch Ruppersberger,Democratic,2002,Incumbent re-elected.,√ Dutch Ruppersberger (Democratic)[127]
,,,,,,Liz Matory (Republican)[127]
,,,,,,Guy Mimoun (Green)[127]
Maryland 3,D+13,John Sarbanes,Democratic,2006,Incumbent re-elected.,√ John Sarbanes (Democratic)[127]
,,,,,,Charles Anthony (Republican)[127]
,,,,,,David Lashar (Libertarian)[127]
Maryland 4,D+28,Anthony Brown,Democratic,2016,Incumbent re-elected.,√ Anthony Brown (Democratic) 77.9%[127]
,,,,,,David Bishop (Libertarian) 2.0%[127]
,,,,,,George McDermott (Republican) 20.2%[127]
Maryland 5,D+16,Steny Hoyer,Democratic,1981 (Special),Incumbent re-elected.,√ Steny Hoyer (Democratic) 70.2%[127]
,,,,,,William Devine III (Republican) 27.4%[127]
,,,,,,Pat Elder (Green) 1.3%[127]
,,,,,,Jacob Pulcher (Libertarian) 1.2%[127]
Maryland 6,D+6,John Delaney,Democratic,2012,Incumbent retired to run for U.S. President.,√ David Trone (Democratic) 57.7%[127]
,,,,,New member elected.,Ted Athey (Independent)[127]
,,,,,Democratic hold.,Amie Hoeber (Republican) 39.4%[127]
,,,,,,Kevin Caldwell (Libertarian) 1.8%[127]
,,,,,,George Gluck (Green) 1.2%[127]
Maryland 7,D+26,Elijah Cummings,Democratic,1996,Incumbent re-elected.,√ Elijah Cummings (Democratic)[127]
,,,,,,Richmond Davis (Republican)[127]
,,,,,,Swami Swaminathan (Independent)[127]
Maryland 8,D+14,Jamie Raskin,Democratic,2016,Incumbent re-elected.,√ Jamie Raskin (Democratic) 66.9%[127]
,,,,,,John Walsh (Republican) 31.6%[127]
,,,,,,Jasen Wunder (Libertarian) 1.6%[127]
Massachusetts 1,D+12,Richard Neal,Democratic,1988,Incumbent re-elected.,√ Richard Neal (Democratic) Unopposed[128]
Massachusetts 2,D+9,Jim McGovern,Democratic,1996,Incumbent re-elected.,√ Jim McGovern (Democratic) 66.6%[128]
,,,,,,Tracy Lovvorn (Republican) 33.4%[129]
,,,,,,Paul Grady (Independent)[130]
Massachusetts 3,D+9,Niki Tsongas,Democratic,2007 (Special),Incumbent retired.,√ Lori Trahan (Democratic) 62.3%[128]
,,,,,New member elected.,Rick Green (Republican) 33.0%[129]
,,,,,Democratic hold.,Michael Mullen (Independent) 4.7%
Massachusetts 4,D+9,Joe Kennedy III,Democratic,2012,Incumbent re-elected.,√ Joe Kennedy III (Democratic) Unopposed[128]
Massachusetts 5,D+18,Katherine Clark,Democratic,2013 (Special),Incumbent re-elected.,√ Katherine Clark (Democratic) 76.7% [128]
,,,,,,John Hugo (Republican) 23.3%[129]
Massachusetts 6,D+6,Seth Moulton,Democratic,2014,Incumbent re-elected.,√ Seth Moulton (Democratic) 65.2%[128]
,,,,,,Joseph Schneider (Republican) 31.4%[129]
,,,,,,Mary Jean Charbonneau (Independent) 3.4%
Massachusetts 7,D+34,Mike Capuano,Democratic,1998,Incumbent lost renomination.,√ Ayanna Pressley (Democratic) Unopposed[128]
,,,,,New member elected.,
,,,,,Democratic hold.,
Massachusetts 8,D+10,Stephen Lynch,Democratic,2001 (Special),Incumbent re-elected.,√ Stephen Lynch (Democratic) Unopposed[128]
Massachusetts 9,D+4,Bill Keating,Democratic,2010,Incumbent re-elected.,√ Bill Keating (Democratic) 59.8%[128]
,,,,,,Peter Tedeschi (Republican) 40.2%[129]
Michigan 1,R+9,Jack Bergman,Republican,2016,Incumbent re-elected.,√ Jack Bergman (Republican) 56.3%[54][131]
,,,,,,Matt Morgan (Democratic) 40.7%[132][133]
Michigan 2,R+9,Bill Huizenga,Republican,2010,Incumbent re-elected.,√ Bill Huizenga (Republican) 55.3%[54][131]
,,,,,,Rob Davidson (Democratic) 43.0%[54][131]
,,,,,,Ronald Graeser 1.7%
Michigan 3,R+6,Justin Amash,Republican,2010,Incumbent re-elected.,√ Justin Amash (Republican) 55.1%[54][131]
,,,,,,Cathy Albro (Democratic) 42.5%[54][131]
,,,,,,Douglas Smith (Independent) 2.4%[131]
Michigan 4,R+10,John Moolenaar,Republican,2014,Incumbent re-elected.,√ John Moolenaar (Republican) 62.6%[54][131]
,,,,,,Jerry Hilliard (Democratic) 37.4%[54][131]
Michigan 5,D+5,Dan Kildee,Democratic,2012,Incumbent re-elected.,√ Dan Kildee (Democratic) 59.5%[54][131]
,,,,,,Travis Wines (Republican) 35.9%[54][131]
,,,,,,Kathy Goodwin 4.6%
Michigan 6,R+4,Fred Upton,Republican,1986,Incumbent re-elected.,√ Fred Upton (Republican) 50.2%[54][131]
,,,,,,Matt Longjohn (Democratic) 45.7%[54][131]
,,,,,,Stephen Young 4.1%
Michigan 7,R+7,Tim Walberg,Republican,2010,Incumbent re-elected.,√ Tim Walberg (Republican) 53.8%[54][131]
,,,,,,Gretchen Driskell (Democratic) 46.2%[54][131]
Michigan 8,R+4,Mike Bishop,Republican,2014,Incumbent lost re-election.,√ Elissa Slotkin (Democratic) 50.6%[54][131]
,,,,,New member elected.,Mike Bishop (Republican) 46.8%[54][131]
,,,,,Democratic gain.,Brian Ellison (Libertarian) 1.8%[54][131]
Michigan 9,D+4,Sander Levin,Democratic,1982,Incumbent retired.,√ Andy Levin (Democratic) 59.6%[54][131]
,,,,,New member elected.,Candius Stearns (Republican) 36.8%[54][131]
,,,,,Democratic hold.,Andrea Kirby (Working Class) 2.2%
,,,,,,John McDermott (Green) 1.3%[131]
Michigan 10,R+13,Paul Mitchell,Republican,2016,Incumbent re-elected.,√ Paul Mitchell (Republican) 60.3%[54][131]
,,,,,,Kimberly Bizon (Democratic) 35.0%[54][131]
,,,,,,Jeremy Peruski (Independent) 3.8%[131]
,,,,,,Harley Mikkelson (Green) 1.0%[131]
Michigan 11,R+4,Dave Trott,Republican,2014,Incumbent retired.,√ Haley Stevens (Democratic) 51.8%[54][131]
,,,,,New member elected.,Lena Epstein (Republican) 45.1%[54][131]
,,,,,Democratic gain.,Leonard Schwartz (Libertarian) 1.7%[54][131]
,,,,,,Cooper Nye (Independent) 1.3%[131][134]
Michigan 12,D+14,Debbie Dingell,Democratic,2014,Incumbent re-elected.,√ Debbie Dingell (Democratic) 68.2%[54][131]
,,,,,,Jeff Jones (Republican) 28.8%[54][131]
,,,,,,Gary Walkowicz (Working Class) 2.3%
,,,,,,Niles Niemuth (Independent) 0.8%
,,,,,,Steve Young (Green)[131]
Michigan 13,D+32,Vacant,,,"Predecessor, John Conyers (D) resigned December 5, 2017.",√ Rashida Tlaib (Democratic) 84.6%[54][131]
,,,,,New member elected.,Sam Johnson (Working Class) 11.3%
,,,,,Democratic hold.,Etta Wilcoxon (Green) 4.1%
,,,,,A different Democratic candidate was elected the same day to finish the current term.,
Michigan 14,D+30,Brenda Lawrence,Democratic,2014,Incumbent re-elected.,√ Brenda Lawrence (Democratic) 80.8%[54][131]
,,,,,,Marc Herschfus (Republican) 17.4%[54][131]
,,,,,,Philip Kolody 1.4%
Minnesota 1,R+5,Tim Walz,Democratic,2006,Incumbent retired to run for Governor. ,√ Jim Hagedorn (Republican) 50.2%[135]
,,,,,New member elected.,Dan Feehan (Democratic) 49.8%[135]
,,,,,Republican gain.,
Minnesota 2,R+2,Jason Lewis,Republican,2016,Incumbent lost re-election.,√ Angie Craig (Democratic) 52.8%[135]
,,,,,New member elected.,Jason Lewis (Republican) 47.2%[135]
,,,,,Democratic gain.,
Minnesota 3,D+1,Erik Paulsen,Republican,2008,Incumbent lost re-election.,√ Dean Phillips (Democratic) 55.7%[135]
,,,,,New member elected.,Erik Paulsen (Republican) 44.3%[135]
,,,,,Democratic gain.,
Minnesota 4,D+14,Betty McCollum,Democratic,2000,Incumbent re-elected.,√ Betty McCollum (Democratic) 66.0%[135]
,,,,,,Greg Ryan (Republican) 29.8%[135]
,,,,,,Susan Pendergast Sindt (Legal Marijuana Now) 4.2%[135]
Minnesota 5,D+26,Keith Ellison,Democratic,2006,Incumbent retired to run for Minnesota Attorney General.,√ Ilhan Omar (Democratic) 78.2%[135]
,,,,,New member elected.,Jennifer Zielinski (Republican) 21.8%[135]
,,,,,Democratic hold.,
Minnesota 6,R+12,Tom Emmer,Republican,2014,Incumbent re-elected.,√ Tom Emmer (Republican) 61.2%[135]
,,,,,,Ian Todd (Democratic) 38.8%[135]
Minnesota 7,R+12,Collin Peterson,Democratic,1990,Incumbent re-elected.,√ Collin Peterson (Democratic) 52.1%[135]
,,,,,,Dave Hughes (Republican) 47.9%[135]
Minnesota 8,R+4,Rick Nolan,Democratic,2012,Incumbent retired.,√ Pete Stauber (Republican) 50.7%[135]
,,,,,New member elected.,Joe Radinovich (Democratic) 45.2%[135]
,,,,,Republican gain.,"Ray ""Skip"" Sandman (Independence) 4.1%[136]"
Mississippi 1,R+16,Trent Kelly,Republican,2015 (Special),Incumbent re-elected.,√ Trent Kelly (Republican)[137]
,,,,,,Randy Wadkins (Democratic)[137]
Mississippi 2,D+14,Bennie Thompson,Democratic,1992,Incumbent re-elected.,√ Bennie Thompson (Democratic)[137]
Mississippi 3,R+13,Gregg Harper,Republican,2008,Incumbent retired.,√ Michael Guest (Republican) 62.7%[137]
,,,,,New member elected.,Michael Evans (Democratic) 36.3%[137]
,,,,,Republican hold.,Matthew Holland (Reform) 1.0%[137]
Mississippi 4,R+21,Steven Palazzo,Republican,2010,Incumbent re-elected.,Jeramey Anderson (Democratic)[137]
,,,,,,√ Steven Palazzo (Republican)[137]
Missouri 1,D+29,Lacy Clay,Democratic,2000,Incumbent re-elected.,√ Lacy Clay (Democratic) 80.1%[138]
,,,,,,Robert Vroman (Republican) 16.7%[138]
,,,,,,Robb Cunningham (Libertarian) 3.2%[138]
Missouri 2,R+8,Ann Wagner,Republican,2012,Incumbent re-elected.,√ Ann Wagner (Republican) 51.3%[138]
,,,,,,Cort VanOstran (Democratic) 47.1%[138]
,,,,,,David Justus Arnold (Green) 1.1%[138]
,,,,,,"Larry A. ""Tony"" Kirk (Libertarian) 0.5%[138]"
Missouri 3,R+18,Blaine Luetkemeyer,Republican,2008,Incumbent re-elected.,√ Blaine Luetkemeyer (Republican) 65.1%[138]
,,,,,,Katy Geppert (Democratic) 32.8%[138]
,,,,,,Donald Stolle (Libertarian) 2.1%[138]
Missouri 4,R+17,Vicky Hartzler,Republican,2010,Incumbent re-elected.,√ Vicky Hartzler (Republican) 64.7%[138]
,,,,,,Renee Hoagenson (Democratic) 32.8%[138]
,,,,,,Mark Bliss (Libertarian) 2.4%[138]
Missouri 5,D+7,Emanuel Cleaver,Democratic,2004,Incumbent re-elected.,√ Emanuel Cleaver (Democratic) 61.6%[138]
,,,,,,Jacob Turk (Republican) 35.7%[138]
,,,,,,Maurice Copeland (Green) 1.7%[138]
,,,,,,E. C. Fredland (Constitution) 0.7%[138]
,,,,,,Alexander Howell (Libertarian) 0.3%[138]
Missouri 6,R+16,Sam Graves,Republican,2000,Incumbent re-elected.,√ Sam Graves (Republican) 65.4%[138]
,,,,,,Henry Martin (Democratic) 32.0%[138]
,,,,,,Dan Hogan (Libertarian) 2.6%[138]
Missouri 7,R+23,Billy Long,Republican,2010,Incumbent re-elected.,√ Billy Long (Republican) 66.3%[138]
,,,,,,Jamie Schoolcraft (Democratic) 30.0%[138]
,,,,,,Ben Brixey (Libertarian) 3.7%[138]
Missouri 8,R+24,Jason Smith,Republican,2013 (Special),Incumbent re-elected.,√ Jason Smith (Republican) 73.4%[138]
,,,,,,Kathy Ellis (Democratic) 25.0%[138]
,,,,,,Jonathan Shell (Libertarian) 1.6%[138]
Montana at-large,R+11,Greg Gianforte,Republican,2017 (Special),Incumbent re-elected.,√ Greg Gianforte (Republican) 50.9%[139]
,,,,,,Kathleen Williams (Democratic) 46.3%
,,,,,,Elinor Swanson (Libertarian) 2.8%[139][139]
,,,,,,Doug Campbell (Independent)[139]
Nebraska 1,R+11,Jeff Fortenberry,Republican,2004,Incumbent re-elected.,√ Jeff Fortenberry (Republican) 60.5%[140]
,,,,,,Jessica McClure (Democratic) 39.5%[140]
Nebraska 2,R+4,Don Bacon,Republican,2016,Incumbent re-elected.,√ Don Bacon (Republican) 51.3%[140]
,,,,,,Kara Eastman (Democratic) 48.8%[140]
Nebraska 3,R+27,Adrian Smith,Republican,2006,Incumbent re-elected.,√ Adrian Smith (Republican) 76.7%[140]
,,,,,,Paul Theobald (Democratic) 23.3%[140]
Nevada 1,D+15,Dina Titus,Democratic,2012,Incumbent re-elected.,√ Dina Titus (Democratic) 55.2%[141]
,,,,,,Joyce Bentley (Republican) 30.9%[142]
,,,,,,Dan Garfield (Independent American) 1.6%[142]
,,,,,,Robert Strawder (Libertarian) 1.4%[142]
Nevada 2,R+7,Mark Amodei,Republican,2011 (Special),Incumbent re-elected.,√ Mark Amodei (Republican) 51.2[143]
,,,,,,Clint Koble (Democratic) 41.8%[143]
Nevada 3,R+2,Jacky Rosen,Democratic,2016,Incumbent retired to run for U.S. Senator.,√ Susie Lee (Democratic) 51.9%[142]
,,,,,New member elected.,Danny Tarkanian (Republican) 42.8%[144]
,,,,,Democratic hold.,Steve Brown (Libertarian) 1.6%
,,,,,,David Goossen (Independent) 1.3%
,,,,,,Harry Vickers (Independent American) 1.2%
,,,,,,Gil Eisner (In) 0.7%
,,,,,,Tony Gumina (Independent) 0.5%
Nevada 4,D+3,Ruben Kihuen,Democratic,2016,Incumbent retired.,√ Steven Horsford (Democratic) 52.0%[143]
,,,,,New member elected.,Cresent Hardy (Republican) 43.7%[143]
,,,,,Democratic hold.,Warren Markowitz (Independent American) 1.4%
,,,,,,Rodney Smith (Independent) 1.2%
,,,,,,Gregg Luckner (Libertarian) 0.9%
,,,,,,Dean McGonigle (Independent) 0.9%
New Hampshire 1,R+2,Carol Shea-Porter,Democratic,2016,Incumbent retired.,√ Chris Pappas (Democratic) 53.5[145]
,,,,,New member elected.,Eddie Edwards (Republican) 45.0[145]
,,,,,Democratic hold.,Dan Belforti (Libertarian) 1.4[145]
New Hampshire 2,D+2,Ann McLane Kuster,Democratic,2012,Incumbent re-elected.,√ Ann McLane Kuster (Democratic) 55.6[145]
,,,,,,Steve Negron (Republican) 42.2[145]
,,,,,,Justin O'Donnell (Libertarian) 2.2[145]
New Jersey 1,D+13,Donald Norcross,Democratic,2014,Incumbent re-elected.,√ Donald Norcross (Democratic) 64.3%[146]
,,,,,,Paul Dilks (Republican) 33.4%[146]
,,,,,,Robert Shapiro (Independent) 1.1%
,,,,,,Paul Hamlin (Independent) 0.9%
,,,,,,Mohammad Kabir (Independent) 0.4%
New Jersey 2,R+1,Frank LoBiondo,Republican,1994,Incumbent retired.,√ Jeff Van Drew (Democratic) 52.3%[146]
,,,,,New member elected.,Seth Grossman (Republican) 45.9%[146]
,,,,,Democratic gain.,John Ordille (Independent) 0.7%
,,,,,,Steven Fenichel (Independent) 0.4%
,,,,,,Anthony Sanchez (Independent) 0.4%
,,,,,,William Benfer (Independent) 0.3%
New Jersey 3,R+2,Tom MacArthur,Republican,2014,Incumbent lost re-election.,√ Andy Kim (Democratic) 49.9%[146]
,,,,,New member elected.,Tom MacArthur (Republican) 48.8%[146]
,,,,,Democratic gain.,Lawrence Berlinski (Independent) 1.3%
New Jersey 4,R+8,Chris Smith,Republican,1980,Incumbent re-elected.,√ Chris Smith (Republican) 55.5%[146]
,,,,,,Josh Welle (Democratic) 43.0%[146]
,,,,,,Michael Rufo (Independent) 0.5%
,,,,,,Edward Stackhouse (Independent) 0.4%[147]
,,,,,,Brian Reynolds (Independent) 0.3%
,,,,,,Felicia Stoler (Independent) 0.3%
,,,,,,Allen Yusufov (Independent) 0.1%
New Jersey 5,R+3,Josh Gottheimer,Democratic,2016,Incumbent re-elected.,√ Josh Gottheimer (Democratic) 55.2%[146]
,,,,,,John McCann (Republican) 43.5%[146]
,,,,,,James Tosone (Independent) 0.7%
,,,,,,Wendy Goetz (Independent) 0.6%
New Jersey 6,D+9,Frank Pallone,Democratic,1988,Incumbent re-elected.,√ Frank Pallone (Democratic) 63.3%[146]
,,,,,,Rich Pezzullo (Republican) 36.7%[146]
New Jersey 7,R+3,Leonard Lance,Republican,2008,Incumbent lost re-election.,√ Tom Malinowski (Democratic) 51.5%[146]
,,,,,New member elected.,Leonard Lance (Republican) 47.0%[146]
,,,,,Democratic gain.,Diane Moxley (Independent) 0.8%
,,,,,,Gregg Mele (Independent) 0.7%
New Jersey 8,D+27,Albio Sires,Democratic,2006,Incumbent re-elected.,John Muniz (Republican)[146]
,,,,,,√ Albio Sires (Democratic)[146]
New Jersey 9,D+16,Bill Pascrell,Democratic,1996,Incumbent re-elected.,√ Bill Pascrell (Democratic) 70.0%[146]
,,,,,,Eric Fisher (Republican) 29.2%[146]
,,,,,,Claudio Belusik (Independent) 0.8%
New Jersey 10,D+36,Donald Payne,Democratic,2012,Incumbent re-elected.,√ Donald Payne (Democratic) 87.4%[146]
,,,,,,Agha Khan (Republican) 10.3%[146]
,,,,,,Cynthia Johnson (Independent) 1.0%
,,,,,,Joanne Miller (Independent) 1.0%
,,,,,,Scott Dirona (Independent) 0.3%
New Jersey 11,R+3,Rodney Frelinghuysen,Republican,1994,Incumbent retired.,√ Mikie Sherrill (Democratic) 56.2%[146]
,,,,,New member elected.,Jay Webber (Republican) 42.7%[146]
,,,,,Democratic gain.,Robert Crook (Independent) 0.7%
,,,,,,Ryan Martinez (Independent) 0.4%
New Jersey 12,D+16,Bonnie Watson Coleman,Democratic,2014,Incumbent re-elected.,√ Bonnie Watson Coleman (Democratic) 68.5%[146]
,,,,,,Daryl Kipnis (Republican) 31.5%[146]
New Mexico 1,D+7,Michelle Luján Grisham,Democratic,2012,Incumbent retired to run for Governor.,√ Deb Haaland (Democratic) 59.0%[148]
,,,,,New member elected.,Janice Arnold-Jones (Republican) 36.4%[148]
,,,,,Democratic hold.,Lloyd Princeton (Libertarian) 4.6%[148]
New Mexico 2,R+6,Steve Pearce,Republican,2010,Incumbent retired to run for Governor.,√ Xochitl Torres Small (Democratic) 50.9%[148]
,,,,,New member elected.,Yvette Herrell (Republican) 49.1%[148]
,,,,,Democratic gain.,
New Mexico 3,D+8,Ben Ray Luján,Democratic,2008,Incumbent re-elected.,√ Ben Ray Luján (Democratic) 63.3%[148]
,,,,,,Jerald McFall (Republican) 31.3%[148]
,,,,,,Christopher Manning (Libertarian) 5.4%[148]
New York 1,R+5,Lee Zeldin,Republican,2014,Incumbent re-elected.,√ Lee Zeldin (Republican) 52.5%[149]
,,,,,,Perry Gershon (Democratic) 46.4%[150]
,,,,,,Kate Browning 1.1%
New York 2,R+3,Peter King,Republican,1992,Incumbent re-elected.,√ Peter King (Republican)53.3%[151]
,,,,,,Liuba Grechen Shirley (Democratic) 46.7%[150]
New York 3,D+1,Tom Suozzi,Democratic,2016,Incumbent re-elected.,√ Tom Suozzi (Democratic) 58.4%[151]
,,,,,,Dan DeBono (Republican) 41.6%[151]
New York 4,D+4,Kathleen Rice,Democratic,2014,Incumbent re-elected.,√ Kathleen Rice (Democratic) 61.0%[149]
,,,,,,Ameer Benno (Republican) 39.0%[149]
New York 5,D+37,Gregory Meeks,Democratic,1998,Incumbent re-elected.,√ Gregory Meeks (Democratic) Unopposed[150]
New York 6,D+16,Grace Meng,Democratic,2012,Incumbent re-elected.,√ Grace Meng (Democratic)[152]
,,,,,,Tom Hillgardner (Green)[152]
New York 7,D+38,Nydia Velázquez,Democratic,1992,Incumbent re-elected.,√ Nydia Velázquez (Democratic) 93.4%[152]
,,,,,,Joseph Lieberman (Conservative) 5.5%[152]
,,,,,,Jeff Kurzon (Reform) 1.1%[152]
New York 8,D+36,Hakeem Jeffries,Democratic,2012,Incumbent re-elected.,√ Hakeem Jeffries (Democratic)[152]
,,,,,,Ernest Johnson (Conservative)[152]
,,,,,,Jessica White (Reform)[152]
New York 9,D+34,Yvette Clarke,Democratic,2006,Incumbent re-elected.,√ Yvette Clarke (Democratic) 89.3%[150]
,,,,,,Lutchi Gayot (Republican) 10.3%[152]
,,,,,,Joel Anabilah-Azumah (Reform) 0.4%[152]
